lon1,lat1,dep1,lon2,lat2,dep2,lon3,lat3,dep3,strike_slip_rate,dip_slip_rate
135.098,32.9817,-10.0,135.11,32.8964,-7.4496623,135.258,32.9649,-10.0,-18.041172335897116,13.660819329235753
138.018,33.9437,-5.8113889,137.994,33.7873,-2.3738344,138.172,33.8778,-2.361536,-5.9827124465818144,3.452142559504985
138.172,33.8778,-2.361536,138.323,33.8578,0.0,138.306,33.951,-2.0562268,-3.097131618680594,1.8414720169517669
138.196,33.9813,-4.399173,138.172,33.8778,-2.361536,138.306,33.951,-2.0562268,-4.861926665202185,2.8723241036384044
135.578,32.9932,-10.0,135.737,32.9009,-6.2419356,135.735,33.0264,-10.0,-15.203120115976098,10.362294893135859
134.572,32.7916,-7.9957555,134.732,32.7867,-5.9231571,134.66,32.9281,-8.3832364,-17.487105993192905,24.199250828056478
134.767,32.6697,-4.4228778,134.732,32.7867,-5.9231571,134.629,32.6546,-6.0674101,-12.993184626672,18.294897137707224
134.732,32.7867,-5.9231571,134.572,32.7916,-7.9957555,134.629,32.6546,-6.0674101,-15.174946241238125,22.47711785534396
134.66,32.9281,-8.3832364,134.732,32.7867,-5.9231571,134.827,32.923,-7.3268474,-18.310120064789043,22.276468791060502
136.3,32.9307,-3.6184138,136.224,32.7769,0.0,136.382,32.8023,0.0,-3.6629961585751776,3.4458945909484244
136.467,32.9296,-2.3557651,136.3,32.9307,-3.6184138,136.382,32.8023,0.0,-4.841334756914192,4.766683808501907
136.418,33.0346,-4.734129,136.3,32.9307,-3.6184138,136.467,32.9296,-2.3557651,-7.890363668428863,7.829711997594864
135.126,32.6839,-1.8078754,135.146,32.5921,0.0,135.283,32.6105,0.0,-4.572794515067098,3.986046602487846
135.126,32.6839,-1.8078754,135.033,32.731,-2.9881084,135.042,32.6511,-1.6497646,-10.675652442549527,10.430125082926397
134.709,32.2522,0.0,134.596,32.3207,-2.4776283,134.561,32.1984,0.0,-2.3181405740030216,4.325984476916398
